shipment_id,tracking_number,ship_date,estimated_arrival,sender_company,sender_city,sender_country,exporter_id,destination_country,item_type,item_description,hs_code,hs_description,declared_value_usd,declared_value_local,local_currency,actual_value_usd,weight_kg,shipping_company,shipping_method,incoterm,documentation_status,missing_documents,duty_rate,duty_amount_usd,vat_rate,vat_amount_usd,processing_fee_usd,total_landed_cost_usd,compliance_issues,restricted_item,clearance_status
SHIP-20407E78,DHL6511070047,2025-02-27,2025-03-05,Global Exports Ltd,Taipei,KR,KR-5455167675,US,Machinery,Conveyor,8483.40,Gears and gearing for machinery,874.67,874.67,USD,874.67,16.07,DHL,Postal Service,CIP,Complete,None,7.63,66.7,0,0.0,10.0,951.37,No compliance issues detected,No,Under Review
SHIP-73AFA97E,FED8770935142,2025-02-23,2025-03-06,Osaka Exports Ltd,Nagoya,JP,JP-B32E4B60B1,GB,Books,Printed Textbook,4901.99,"Printed books, brochures and similar",172.64,137.02,GBP,172.64,5.64,FedEx,Express Courier,CIP,Complete,None,5.09,8.78,20,34.53,10.0,225.95,No compliance issues detected,No,Under Review
SHIP-5A5659EA,USP8400972219,2025-03-05,2025-03-16,International Trading Co.,London,IT,IT-6267A6B510,AU,Electronics,Apple Smartphone,8517.13,Smartphones,315.11,477.44,AUD,315.11,3.22,USPS,Ocean Freight,CIF,Complete,None,0,0.0,10,31.51,0.0,346.62,No compliance issues detected,No,Cleared
SHIP-851040FB,CHI2861563148,2025-03-01,2025-03-13,International Trading Co.,Mexico City,IT,IT-FB66E6D73D,FR,Machinery,Industrial Robot,8483.40,Gears and gearing for machinery,681.23,630.77,EUR,681.23,10.89,ChinaPost,Air Freight,CPT,Complete,None,4.34,29.55,20,136.25,10.0,857.03,Missing commercial invoice,No,Pending
SHIP-98676F9D,AUS7645404825,2025-03-05,2025-03-20,Cross-Border Shipping,Milan,TW,TW-9B41E4561E,IN,Apparel,Uniqlo Socks,6104.43,Women's dresses of synthetic fibers,51.69,4307.5,INR,51.69,0.56,Australia Post,Standard Courier,DAP,Complete,None,0,0.0,18,9.3,0.0,60.99,No compliance issues detected,No,Cleared
SHIP-EFF128E1,ROY4569168649,2025-02-28,2025-03-10,Munich Trading Group,Cologne,DE,DE88935239,BR,Medical Devices,Glucose Meter,9018.90,Medical instruments and appliances,785.41,3927.05,BRL,785.41,3.79,Royal Mail,Express Courier,EXW,Complete,None,0.65,5.13,17,133.52,10.0,934.06,No compliance issues detected,No,Cleared
SHIP-8023C521,ROY5456723973,2025-02-16,2025-02-19,Cross-Border Shipping,London,GB,GB532367377000,AU,Sporting Goods,Sports Soccer Ball,9506.91,Gymnasium or athletics articles and equipment,208.33,315.65,AUD,208.33,11.87,Royal Mail,Postal Service,DAP,Complete,None,0,0.0,10,20.83,0.0,229.16,No compliance issues detected,No,Cleared
SHIP-A73AD43F,AUS2894608558,2025-02-09,2025-02-24,Global Exports Ltd,Mexico City,TW,TW-B49D9C5ABE,AU,Sporting Goods,Sports Yoga Mat,9506.91,Gymnasium or athletics articles and equipment,224.34,339.91,AUD,224.34,11.67,Australia Post,Postal Service,CIP,Incomplete,Safety Certification,0,0.0,10,22.43,0.0,246.77,Missing document: Safety Certification,No,Pending
SHIP-4E8256DA,CHI1272077889,2025-02-14,2025-02-23,Cross-Border Shipping,Seoul,TW,TW-92FA7C0912,JP,Food Products,Packaged Tea,2106.90,Food preparations not elsewhere specified,853.74,127423.88,JPY,853.74,2.13,ChinaPost,Postal Service,FCA,Complete,None,0,0.0,10,85.37,0.0,939.11,Incomplete description,No,Pending
SHIP-C85F8DB2,USP2433268992,2025-02-09,2025-02-21,Hamburg Logistics,Berlin,DE,DE32835120,CN,Jewelry,Fashion Bracelet,7113.19,"Jewelry and parts, of precious metal other than silver",181.19,1294.21,CNY,181.19,0.35,USPS,Postal Service,CIF,Complete,None,8.27,14.98,13,23.55,10.0,229.73,No compliance issues detected,No,Under Review
SHIP-A24CB15F,JAP2674926288,2025-02-08,2025-02-12,Cross-Border Shipping,Paris,KR,KR-8E1CFC3642,IN,Furniture,Wooden Chair,3304.99,Beauty or make-up preparations,945.23,78769.17,INR,945.23,24.75,Japan Post,Express Courier,CPT,Complete,None,0,0.0,18,170.14,0.0,1115.37,No compliance issues detected,No,Cleared
SHIP-D2768A16,AUS5239242906,2025-02-21,2025-03-03,WorldWide Logistics,Milan,TW,TW-92D861AC8D,FR,Books,Printed Novel,4901.99,"Printed books, brochures and similar",445.16,412.19,EUR,445.16,5.86,Australia Post,Air Freight,CPT,Complete,None,11.77,52.39,20,89.03,10.0,596.58,No compliance issues detected,No,Held
SHIP-AFE7D385,UPS3605066037,2025-03-09,2025-03-17,Cross-Border Shipping,Milan,IT,IT-D34344304F,BR,Sporting Goods,Sports Yoga Mat,9506.91,Gymnasium or athletics articles and equipment,222.12,1110.6,BRL,222.12,13.74,UPS,Ocean Freight,DDP,Complete,None,7.13,15.85,17,37.76,10.0,285.73,No compliance issues detected,No,Cleared
SHIP-216F1015,DEU9212174744,2025-02-18,2025-02-23,Cross-Border Shipping,Milan,IT,IT-69E43A9CD2,AU,Textiles,Cotton Fabric,8517.13,Smartphones,191.97,290.86,AUD,191.97,5.25,Deutsche Post,Postal Service,CIF,Complete,None,0,0.0,10,19.2,0.0,211.17,Missing commercial invoice,No,Pending
SHIP-7A8D5AA9,ROY7656500229,2025-02-27,2025-03-06,Cross-Border Shipping,Paris,IN,IN-12B41218DB,IN,Machinery,Industrial Robot,8483.40,Gears and gearing for machinery,422.12,35176.67,INR,422.12,20.92,Royal Mail,Ocean Freight,FOB,Complete,None,0,0.0,18,75.98,0.0,498.1,No compliance issues detected,No,Cleared
SHIP-4A43A867,CHI6973293230,2025-02-19,2025-02-26,WorldWide Logistics,Mexico City,GB,GB919818682000,IN,Furniture,Wooden Shelf,3304.99,Beauty or make-up preparations,516.51,43042.5,INR,877.63,7.09,ChinaPost,Postal Service,EXW,Complete,None,0,0.0,18,92.97,0.0,609.48,Undervalued declaration; Prohibited item,No,Pending
SHIP-A7C8D6AB,UPS2969905339,2025-02-23,2025-03-01,Tokyo Trading Corp,Yokohama,JP,JP-A284BA2128,JP,Automotive Parts,Vehicle Lights,8708.29,Parts and accessories of motor vehicles,815.46,121710.45,JPY,815.46,10.03,UPS,Air Freight,CIP,Complete,None,0,0.0,10,81.55,0.0,897.01,No compliance issues detected,No,Cleared
SHIP-5F77E984,AUS1915337596,2025-02-07,2025-02-20,WorldWide Logistics,Paris,IT,IT-8758872969,CA,Automotive Parts,Vehicle Transmission,8708.29,Parts and accessories of motor vehicles,802.29,1084.18,CAD,802.29,7.61,Australia Post,Ocean Freight,EXW,Complete,None,8.16,65.44,5,40.11,10.0,917.84,No compliance issues detected,No,Cleared
SHIP-D78E1099,UPS5940479802,2025-02-15,2025-02-25,American Distributors Inc,Miami,US,96-9881921,FR,Medical Devices,Stethoscope,9018.90,Medical instruments and appliances,911.58,844.06,EUR,911.58,5.99,UPS,Ocean Freight,CPT,Complete,None,0.82,7.46,20,182.32,10.0,1111.35,No compliance issues detected,No,Under Review
SHIP-8CC7B3F8,JAP8343751438,2025-02-19,2025-03-05,Guangzhou Trade Co.,Shenzhen,CN,78381872X,JP,Automotive Parts,Vehicle Engine,8708.29,Parts and accessories of motor vehicles,783.54,116946.27,JPY,783.54,10.7,Japan Post,Air Freight,EXW,Complete,None,0,0.0,10,78.35,0.0,861.89,No compliance issues detected,No,Held
SHIP-B1AD477E,DHL3927286467,2025-02-22,2025-03-07,International Trading Co.,Seoul,MX,MX-1506498CD2,CN,Automotive Parts,Vehicle Suspension,8708.29,Parts and accessories of motor vehicles,825.47,5896.21,CNY,825.47,12.84,DHL,Air Freight,CIF,Complete,None,10.99,90.69,13,107.31,10.0,1033.47,No compliance issues detected,No,Cleared
SHIP-72989F61,ROY1324576425,2025-03-03,2025-03-11,Cross-Border Shipping,Taipei,MX,MX-CCD56D4AB9,GB,Automotive Parts,Vehicle Brake Pads,8708.29,Parts and accessories of motor vehicles,57.29,45.47,GBP,92.12,2.03,Royal Mail,Ocean Freight,DDP,Complete,None,0,0.0,20,11.46,0.0,68.75,Undervalued declaration,No,Pending
SHIP-0E0661CE,FED8803261169,2025-02-15,2025-02-18,Cross-Border Shipping,Mexico City,MX,MX-372DBDD05E,GB,Machinery,Industrial Robot,8483.40,Gears and gearing for machinery,809.1,642.14,GBP,809.1,5.03,FedEx,Air Freight,FCA,Complete,None,7.47,60.47,20,161.82,10.0,1041.39,No compliance issues detected,No,Held
SHIP-E6786C51,UPS3957751813,2025-02-17,2025-03-04,Munich Trading Group,Frankfurt,DE,DE96481487,CA,Cosmetics,Beauty Shampoo,3304.99,Beauty or make-up preparations,372.99,504.04,CAD,655.4,1.46,UPS,Express Courier,CIF,Complete,None,5.15,19.21,5,18.65,10.0,420.85,Undervalued declaration,No,Pending
SHIP-6D2C4BBD,CHI3239890454,2025-03-01,2025-03-11,Global Exports Ltd,London,GB,GB246502313000,FR,Jewelry,Fashion Necklace,7113.19,"Jewelry and parts, of precious metal other than silver",466.7,432.13,EUR,466.7,0.25,ChinaPost,Standard Courier,FCA,Incomplete,"Certificate of Origin, Import License",11.43,53.36,20,93.34,10.0,623.4,"Missing document: Certificate of Origin, Import License",No,Pending
SHIP-C78FD034,UPS8505702510,2025-02-15,2025-03-01,International Trading Co.,London,IT,IT-43E837629E,GB,Medical Devices,Thermometer,9018.90,Medical instruments and appliances,973.99,773.01,GBP,973.99,6.93,UPS,Air Freight,DDP,Complete,None,2.48,24.16,20,194.8,10.0,1202.95,No compliance issues detected,No,Cleared
SHIP-6020B10F,UPS4308622977,2025-02-25,2025-03-12,German Precision GmbH,Hamburg,DE,DE35272618,GB,Books,Printed Magazine,4901.99,"Printed books, brochures and similar",188.46,149.57,GBP,188.46,2.89,UPS,Standard Courier,FCA,Complete,None,6.83,12.87,20,37.69,10.0,249.02,No compliance issues detected,No,Cleared
SHIP-57E28A10,AUS9651882165,2025-02-18,2025-02-22,Shanghai Export Ltd,Shenzhen,CN,74528475X,BR,Chemicals,Lubricant,8483.40,Gears and gearing for machinery,505.12,2525.6,BRL,734.1,8.89,Australia Post,Ocean Freight,CPT,Complete,None,3.75,18.93,17,85.87,10.0,619.92,Undervalued declaration,No,Pending
SHIP-6046CC7A,ROY9683995958,2025-02-12,2025-02-19,WorldWide Logistics,Taipei,IN,IN-910BE7BCAE,JP,Furniture,Wooden Table,8471.30,Portable computers weighing < 10kg,336.26,50188.06,JPY,336.26,11.99,Royal Mail,Express Courier,CIF,Complete,None,0,0.0,10,33.63,0.0,369.89,No compliance issues detected,No,Held
SHIP-1E34C0C7,USP1534615946,2025-02-21,2025-02-27,Munich Trading Group,Hamburg,DE,DE80706458,DE,Electronics,Sony Laptop,8517.13,Smartphones,319.59,295.92,EUR,319.59,2.72,USPS,Postal Service,FCA,Complete,None,6.42,20.53,19,60.72,10.0,410.84,No compliance issues detected,No,Cleared
SHIP-F2892F52,FED6648985382,2025-02-25,2025-03-04,American Distributors Inc,Los Angeles,US,21-1229056,JP,Apparel,Nike Sweater,6104.43,Women's dresses of synthetic fibers,462.85,69082.09,JPY,771.73,0.75,FedEx,Air Freight,FCA,Complete,None,0,0.0,10,46.29,0.0,509.14,Undervalued declaration,No,Pending
SHIP-A01E3B57,DEU2642724779,2025-02-24,2025-02-28,Cross-Border Shipping,Mexico City,IT,IT-563E64A1E7,AU,Pharmaceuticals,Medical Cream,3004.90,"Medicaments, packaged for retail sale",254.46,385.55,AUD,394.02,2.54,Deutsche Post,Ocean Freight,DDP,Complete,None,0,0.0,10,25.45,0.0,279.91,Undervalued declaration,No,Pending
SHIP-AC635C13,CHI2709488012,2025-03-05,2025-03-16,Guangzhou Trade Co.,Shenzhen,CN,55711035X,DE,Electronics,Samsung Monitor,8471.30,Portable computers weighing < 10kg,36.33,33.64,EUR,55.1,4.55,ChinaPost,Postal Service,EXW,Complete,None,0,0.0,19,6.9,0.0,43.23,Undervalued declaration; Incomplete description,No,Pending
SHIP-D759282A,AUS7442073317,2025-02-21,2025-02-28,Global Exports Ltd,London,TW,TW-D1B842E5F4,AU,Medical Devices,Glucose Meter,9018.90,Medical instruments and appliances,97.18,147.24,AUD,97.18,6.48,Australia Post,Express Courier,EXW,Complete,None,0,0.0,10,9.72,0.0,106.9,No compliance issues detected,No,Under Review
SHIP-9F6CB686,DEU4180724978,2025-02-17,2025-03-04,International Trading Co.,Mexico City,GB,GB171535152000,IN,Furniture,Wooden Table,3004.90,"Medicaments, packaged for retail sale",789.06,65755.0,INR,789.06,20.84,Deutsche Post,Postal Service,FOB,Complete,None,0,0.0,18,142.03,0.0,931.09,No compliance issues detected,No,Cleared
SHIP-9871A55C,DEU2213589098,2025-02-12,2025-02-23,WorldWide Logistics,Seoul,KR,KR-A6B4FAAC18,CA,Food Products,Packaged Coffee,2106.90,Food preparations not elsewhere specified,238.42,322.19,CAD,238.42,4.17,Deutsche Post,Postal Service,CIP,Complete,None,4.29,10.23,5,11.92,10.0,270.57,No compliance issues detected,Yes,Pending
SHIP-ED4A8E89,DHL8969672706,2025-03-08,2025-03-13,Beijing Global Shipping,Shenzhen,CN,94285467X,BR,Electronics,Lenovo Camera,8517.13,Smartphones,33.66,168.3,BRL,33.66,1.48,DHL,Express Courier,FOB,Complete,None,0,0.0,17,5.72,0.0,39.38,Restricted item: Electronics requires special permits,Yes,Pending
SHIP-2A344021,AUS1992287078,2025-03-07,2025-03-21,US Global Exports,Houston,US,30-8969416,BR,Jewelry,Fashion Pendant,7113.19,"Jewelry and parts, of precious metal other than silver",905.75,4528.75,BRL,905.75,0.06,Australia Post,Postal Service,DDP,Complete,None,6.92,62.64,17,153.98,10.0,1132.37,No compliance issues detected,No,Cleared
SHIP-FD5AD60C,ROY8872339555,2025-02-24,2025-03-04,Cross-Border Shipping,Mexico City,IT,IT-34DFF49791,GB,Furniture,Wooden Shelf,8708.29,Parts and accessories of motor vehicles,309.06,245.29,GBP,309.06,12.93,Royal Mail,Postal Service,CPT,Incomplete,Safety Certification,9.12,28.18,20,61.81,10.0,409.05,Missing document: Safety Certification; Prohibited item,No,Pending
SHIP-14EE9214,FED2871001636,2025-03-06,2025-03-19,US Global Exports,New York,US,88-4212803,IN,Food Products,Packaged Tea,2106.90,Food preparations not elsewhere specified,492.23,41019.17,INR,492.23,0.88,FedEx,Express Courier,CIF,Complete,None,0,0.0,18,88.6,0.0,580.83,No compliance issues detected,No,Under Review
SHIP-3FDFC0C8,USP9003471979,2025-02-11,2025-02-15,Cross-Border Shipping,Paris,IT,IT-8CABB69818,US,Jewelry,Fashion Pendant,7113.19,"Jewelry and parts, of precious metal other than silver",700.06,700.06,USD,700.06,0.4,USPS,Standard Courier,EXW,Complete,None,0,0.0,0,0.0,0.0,700.06,No compliance issues detected,No,Cleared
SHIP-49E60071,JAP4374811928,2025-03-07,2025-03-18,Global Exports Ltd,Milan,GB,GB812948983000,CN,Textiles,Polyester,6104.43,Women's dresses of synthetic fibers,492.12,3515.14,CNY,492.12,5.37,Japan Post,Standard Courier,EXW,Complete,None,10.24,50.39,13,63.98,10.0,616.48,Incomplete description,No,Pending
SHIP-AC48C8A2,USP1955109851,2025-03-07,2025-03-22,Tokyo Trading Corp,Kyoto,JP,JP-0B7FA6B1AE,DE,Machinery,CNC Machine,8483.40,Gears and gearing for machinery,645.66,597.83,EUR,861.8,22.75,USPS,Postal Service,DAP,Complete,None,2.38,15.39,19,122.68,10.0,793.72,Undervalued declaration,No,Pending
SHIP-6A35AA67,ROY5776637587,2025-03-07,2025-03-11,Hamburg Logistics,Berlin,DE,DE71147520,CN,Food Products,Packaged Chocolate,2106.90,Food preparations not elsewhere specified,935.93,6685.21,CNY,935.93,3.97,Royal Mail,Air Freight,FOB,Complete,None,11.34,106.09,13,121.67,10.0,1173.69,No compliance issues detected,No,Cleared
SHIP-217DDF1C,CHI7045403836,2025-02-16,2025-02-22,WorldWide Logistics,Taipei,TW,TW-7B3FB1751D,BR,Food Products,Packaged Tea,2106.90,Food preparations not elsewhere specified,113.13,565.65,BRL,206.82,0.99,ChinaPost,Postal Service,CIF,Complete,None,4.31,4.88,17,19.23,10.0,147.24,Undervalued declaration,No,Pending
SHIP-004706B4,DEU2872552996,2025-02-15,2025-02-26,Global Exports Ltd,Milan,MX,MX-AE5A8DF0B4,FR,Cosmetics,Beauty Foundation,3304.99,Beauty or make-up preparations,784.66,726.54,EUR,784.66,0.18,Deutsche Post,Ocean Freight,DDP,Incomplete,Commercial Invoice,7.93,62.19,20,156.93,10.0,1013.78,Missing document: Commercial Invoice,Yes,Pending
SHIP-21495001,AUS7797631544,2025-02-11,2025-02-26,Global Exports Ltd,London,KR,KR-8FDA48B723,JP,Machinery,Generator,8483.40,Gears and gearing for machinery,429.34,64080.6,JPY,429.34,18.58,Australia Post,Postal Service,DDP,Complete,None,0,0.0,10,42.93,0.0,472.27,No compliance issues detected,No,Under Review
SHIP-B11A5478,DEU7721841570,2025-02-10,2025-02-18,Cross-Border Shipping,Seoul,KR,KR-0AA75475A4,DE,Automotive Parts,Vehicle Sensors,8708.29,Parts and accessories of motor vehicles,223.16,206.63,EUR,223.16,5.58,Deutsche Post,Ocean Freight,DDP,Complete,None,7.31,16.31,19,42.4,10.0,291.87,No compliance issues detected,No,Cleared
SHIP-07B52E5E,JAP6908240414,2025-02-23,2025-03-08,WorldWide Logistics,London,IN,IN-C26A02BBAF,CN,Pharmaceuticals,Medical Liquid,3004.90,"Medicaments, packaged for retail sale",989.43,7067.36,CNY,989.43,2.13,Japan Post,Ocean Freight,EXW,Complete,None,4.32,42.76,13,128.63,10.0,1170.81,No compliance issues detected,No,Cleared
SHIP-296DFCD4,UPS7225538169,2025-02-15,2025-02-26,Global Exports Ltd,Taipei,MX,MX-0E2E593534,US,Jewelry,Fashion Earrings,7113.19,"Jewelry and parts, of precious metal other than silver",273.02,273.02,USD,273.02,0.05,UPS,Express Courier,FCA,Complete,None,0,0.0,0,0.0,0.0,273.02,No compliance issues detected,No,Cleared
SHIP-B078B844,JAP3802278211,2025-02-21,2025-03-06,WorldWide Logistics,Milan,KR,KR-7E7D700214,CA,Toys,Children's Remote Control Car,9503.00,Toys; puzzles of all kinds,306.05,413.58,CAD,551.18,1.88,Japan Post,Standard Courier,EXW,Complete,None,5.37,16.42,5,15.3,10.0,347.78,Undervalued declaration; Incomplete description,No,Pending
SHIP-7401199D,ROY8283750778,2025-02-15,2025-02-21,WorldWide Logistics,Paris,IT,IT-4AD4B640B2,CN,Textiles,Silk,3004.90,"Medicaments, packaged for retail sale",696.41,4974.36,CNY,696.41,11.52,Royal Mail,Ocean Freight,CIF,Complete,None,14.66,102.09,13,90.53,10.0,899.04,No compliance issues detected,No,Cleared
SHIP-46DE5696,USP3961039261,2025-03-08,2025-03-14,Guangzhou Trade Co.,Shanghai,CN,55891225X,AU,Pharmaceuticals,Medical Injection,3004.90,"Medicaments, packaged for retail sale",118.73,179.89,AUD,170.81,1.36,USPS,Standard Courier,DAP,Complete,None,0,0.0,10,11.87,0.0,130.6,Undervalued declaration,No,Pending
SHIP-3FE6EAE1,FED4395485030,2025-03-02,2025-03-08,International Trading Co.,Mexico City,IN,IN-8857C45806,AU,Electronics,HP Headphones,8517.13,Smartphones,136.63,207.02,AUD,136.63,3.97,FedEx,Express Courier,DDP,Complete,None,0,0.0,10,13.66,0.0,150.29,No compliance issues detected,No,Cleared
SHIP-727EC9F7,DEU1180632202,2025-02-27,2025-03-10,WorldWide Logistics,Taipei,KR,KR-0430C81D6D,AU,Machinery,Conveyor,8483.40,Gears and gearing for machinery,944.31,1430.77,AUD,944.31,10.09,Deutsche Post,Express Courier,DAP,Complete,None,0,0.0,10,94.43,0.0,1038.74,No compliance issues detected,No,Held
SHIP-97455D3B,USP9013073608,2025-03-05,2025-03-13,Global Exports Ltd,Milan,GB,GB437400348000,IN,Books,Printed Novel,4901.99,"Printed books, brochures and similar",621.34,51778.33,INR,621.34,7.45,USPS,Ocean Freight,CPT,Incomplete,"Packing List, Import License",0,0.0,18,111.84,0.0,733.18,"Missing document: Packing List, Import License",No,Pending
SHIP-38894419,CAN9197079641,2025-02-28,2025-03-06,International Trading Co.,London,GB,GB562646581000,DE,Jewelry,Fashion Ring,7113.19,"Jewelry and parts, of precious metal other than silver",82.2,76.11,EUR,139.81,0.24,Canada Post,Express Courier,CIF,Complete,None,0,0.0,19,15.62,0.0,97.82,Undervalued declaration,No,Pending
SHIP-E6A716A5,CHI8561204664,2025-02-07,2025-02-15,International Trading Co.,Seoul,GB,GB811752103000,US,Books,Printed Comic,4901.99,"Printed books, brochures and similar",364.29,364.29,USD,364.29,5.2,ChinaPost,Ocean Freight,EXW,Complete,None,0,0.0,0,0.0,0.0,364.29,No compliance issues detected,No,Under Review
SHIP-9B51953E,ROY8454807881,2025-02-27,2025-03-02,WorldWide Logistics,Mexico City,IN,IN-C4664B01F7,DE,Pharmaceuticals,Medical Liquid,3004.90,"Medicaments, packaged for retail sale",518.34,479.94,EUR,730.23,0.3,Royal Mail,Postal Service,FCA,Complete,None,4.6,23.83,19,98.48,10.0,650.66,Undervalued declaration; Restricted item: Pharmaceuticals requires special permits; Prohibited item,Yes,Pending
SHIP-9F990AEE,FED4761587102,2025-02-13,2025-02-21,Cross-Border Shipping,Paris,KR,KR-D9DA3E9F02,IN,Medical Devices,Blood Pressure Monitor,9018.90,Medical instruments and appliances,262.48,21873.33,INR,262.48,6.22,FedEx,Ocean Freight,DAP,Complete,None,0,0.0,18,47.25,0.0,309.73,No compliance issues detected,No,Cleared
SHIP-53350159,CHI3484376236,2025-02-11,2025-02-23,Cross-Border Shipping,London,TW,TW-A9E2365CE8,AU,Automotive Parts,Vehicle Brake Pads,8708.29,Parts and accessories of motor vehicles,213.62,323.67,AUD,359.1,13.7,ChinaPost,Express Courier,CIP,Complete,None,0,0.0,10,21.36,0.0,234.98,Undervalued declaration,No,Pending
SHIP-44B696B4,CHI9183907438,2025-02-13,2025-02-16,Global Exports Ltd,Mexico City,TW,TW-D0B63E986C,GB,Jewelry,Fashion Watch,7113.19,"Jewelry and parts, of precious metal other than silver",338.45,268.61,GBP,534.19,0.4,ChinaPost,Express Courier,EXW,Complete,None,8.91,30.15,20,67.69,10.0,446.29,Undervalued declaration,No,Pending
SHIP-E0AB2BFB,JAP3042029883,2025-02-18,2025-02-28,International Trading Co.,Milan,TW,TW-4DBD0E47F6,JP,Food Products,Packaged Spices,2106.90,Food preparations not elsewhere specified,460.58,68743.28,JPY,665.56,4.06,Japan Post,Postal Service,CPT,Complete,None,0,0.0,10,46.06,0.0,506.64,Undervalued declaration; Missing certificate of origin,No,Pending
SHIP-4AA59413,UPS8398682218,2025-03-05,2025-03-14,Osaka Exports Ltd,Yokohama,JP,JP-2CD039A9C1,CN,Jewelry,Fashion Ring,7113.19,"Jewelry and parts, of precious metal other than silver",186.58,1332.71,CNY,186.58,0.09,UPS,Air Freight,CPT,Complete,None,10.46,19.51,13,24.26,10.0,240.34,No compliance issues detected,No,Cleared
SHIP-930813A0,DEU1030523209,2025-02-15,2025-02-24,Munich Trading Group,Berlin,DE,DE15050754,JP,Food Products,Packaged Coffee,2106.90,Food preparations not elsewhere specified,268.78,40116.42,JPY,268.78,4.82,Deutsche Post,Air Freight,CPT,Incomplete,"Commercial Invoice, Packing List",0,0.0,10,26.88,0.0,295.66,"Missing document: Commercial Invoice, Packing List",No,Pending
SHIP-766B44B4,CHI2926507820,2025-02-21,2025-03-08,International Trading Co.,Mexico City,GB,GB173295704000,BR,Food Products,Packaged Coffee,2106.90,Food preparations not elsewhere specified,283.17,1415.85,BRL,488.34,4.32,ChinaPost,Air Freight,DDP,Complete,None,11.09,31.39,17,48.14,10.0,372.7,Undervalued declaration; Incorrect HS code,No,Pending
SHIP-73F22AF6,FED4317100756,2025-02-21,2025-03-07,International Trading Co.,Taipei,GB,GB102963090000,CA,Toys,Children's Plush Toy,9503.00,Toys; puzzles of all kinds,805.05,1087.91,CAD,805.05,2.25,FedEx,Ocean Freight,FOB,Complete,None,8.31,66.93,5,40.25,10.0,922.23,No compliance issues detected,No,Cleared
SHIP-7C7BC40E,CHI4820614867,2025-03-08,2025-03-14,International Trading Co.,Milan,TW,TW-7BC94BDB50,FR,Books,Printed Textbook,4901.99,"Printed books, brochures and similar",497.1,460.28,EUR,987.31,7.86,ChinaPost,Air Freight,CIF,Complete,None,3.91,19.45,20,99.42,10.0,625.97,Undervalued declaration,No,Pending
SHIP-07CC9EF9,UPS8428505672,2025-03-01,2025-03-12,International Trading Co.,Paris,KR,KR-C5D3B2588A,GB,Textiles,Denim,8471.30,Portable computers weighing < 10kg,409.05,324.64,GBP,409.05,4.76,UPS,Standard Courier,EXW,Complete,None,10.17,41.62,20,81.81,10.0,542.48,No compliance issues detected,No,Cleared
SHIP-349622A5,USP1961381830,2025-02-12,2025-02-27,Global Exports Ltd,Milan,IT,IT-98588745C5,CN,Furniture,Wooden Chair,8471.30,Portable computers weighing < 10kg,573.89,4099.21,CNY,573.89,20.75,USPS,Air Freight,EXW,Complete,None,4.78,27.45,13,74.61,10.0,685.94,No compliance issues detected,No,Held
SHIP-3B719B8E,USP2731753084,2025-02-14,2025-02-26,Shanghai Export Ltd,Beijing,CN,86202604X,BR,Furniture,Wooden Desk,7113.19,"Jewelry and parts, of precious metal other than silver",60.36,301.8,BRL,60.36,25.53,USPS,Standard Courier,CIP,Complete,None,11.66,7.04,17,10.26,10.0,87.66,No compliance issues detected,No,Cleared
SHIP-D663682D,ROY6515335990,2025-02-11,2025-02-14,Cross-Border Shipping,Seoul,IN,IN-E9C2874BA4,IN,Jewelry,Fashion Watch,7113.19,"Jewelry and parts, of precious metal other than silver",269.39,22449.17,INR,400.98,0.16,Royal Mail,Standard Courier,EXW,Complete,None,0,0.0,18,48.49,0.0,317.88,Undervalued declaration,No,Pending
SHIP-D377B6ED,AUS1322029466,2025-02-22,2025-02-25,Kyoto Shipping Co.,Yokohama,JP,JP-154781F791,FR,Machinery,CNC Machine,8483.40,Gears and gearing for machinery,30.6,28.33,EUR,30.6,20.42,Australia Post,Standard Courier,FOB,Incomplete,"Commercial Invoice, Export Declaration",0,0.0,20,6.12,0.0,36.72,"Missing document: Commercial Invoice, Export Declaration",No,Pending
SHIP-4BE0BD69,USP5737177998,2025-03-02,2025-03-09,Cross-Border Shipping,Seoul,KR,KR-DA26762C66,CN,Automotive Parts,Vehicle Suspension,8708.29,Parts and accessories of motor vehicles,946.76,6762.57,CNY,946.76,8.62,USPS,Ocean Freight,CPT,Complete,None,11.28,106.82,13,123.08,10.0,1186.66,No compliance issues detected,No,Cleared
SHIP-14B3D475,USP5899903043,2025-02-08,2025-02-18,International Trading Co.,Taipei,KR,KR-71C113116B,US,Sporting Goods,Sports Golf Clubs,9506.91,Gymnasium or athletics articles and equipment,497.01,497.01,USD,497.01,4.58,USPS,Standard Courier,FOB,Complete,None,0,0.0,0,0.0,0.0,497.01,Missing commercial invoice,No,Pending
SHIP-99F71336,AUS7190768705,2025-02-13,2025-02-17,Cross-Border Shipping,London,GB,GB958677821000,GB,Pharmaceuticals,Medical Capsules,3004.90,"Medicaments, packaged for retail sale",701.28,556.57,GBP,701.28,0.65,Australia Post,Air Freight,CPT,Complete,None,2.58,18.07,20,140.26,10.0,869.61,Incomplete description,No,Pending
SHIP-D238C107,CAN8257330896,2025-03-09,2025-03-13,International Trading Co.,Taipei,MX,MX-4B3CBB7623,IN,Jewelry,Fashion Bracelet,7113.19,"Jewelry and parts, of precious metal other than silver",187.4,15616.67,INR,260.05,0.25,Canada Post,Express Courier,FCA,Complete,None,0,0.0,18,33.73,0.0,221.13,Undervalued declaration,No,Pending
